epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,208.79,2.21018,1.66093,1.02863,0.85646,0.44427,0.50836,0.23849,2.16709,1.6178,1.0623,0.00091882,0.00091882,0.00091882
43,213.837,2.17,1.63268,1.04022,0.79885,0.43435,0.49176,0.19374,2.31496,1.63493,1.08039,0.00091684,0.00091684,0.00091684
44,218.501,2.11405,1.54979,1.03354,0.84933,0.44373,0.50394,0.22374,2.18861,1.57565,1.05228,0.00091486,0.00091486,0.00091486
45,223.177,2.13793,1.60849,1.03331,0.77259,0.42717,0.47428,0.20385,2.23533,1.63919,1.05654,0.00091288,0.00091288,0.00091288
46,228.473,2.14739,1.59502,1.04569,0.79086,0.4507,0.50338,0.21744,2.19577,1.59587,1.05293,0.0009109,0.0009109,0.0009109
47,233.213,2.14438,1.58055,1.03413,0.83867,0.46217,0.52031,0.23732,2.14656,1.5248,1.0518,0.00090892,0.00090892,0.00090892
48,238.17,2.19547,1.64741,1.04449,0.84907,0.44732,0.51681,0.2379,2.15631,1.5876,1.05603,0.00090694,0.00090694,0.00090694
49,243.038,2.17854,1.58654,1.02578,0.85737,0.45079,0.51733,0.22833,2.17218,1.53527,1.05166,0.00090496,0.00090496,0.00090496
50,247.788,2.09468,1.51623,1.01408,0.86078,0.46201,0.52226,0.236,2.16448,1.54524,1.04194,0.00090298,0.00090298,0.00090298
51,252.582,2.09895,1.54449,1.01349,0.86565,0.46129,0.52623,0.23889,2.16001,1.51735,1.04748,0.000901,0.000901,0.000901
52,257.481,2.1162,1.55936,1.02793,0.86069,0.44327,0.51333,0.23153,2.18264,1.56205,1.04746,0.00089902,0.00089902,0.00089902
53,262.208,2.11674,1.57566,1.02445,0.85299,0.46621,0.54934,0.25212,2.14384,1.47774,1.0463,0.00089704,0.00089704,0.00089704
