               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 141,            0.072144,            0.013088,           0.0081162,             0.87937,             0.48622,             0.56506,             0.23653,            0.061162,            0.010483,           0.0031327,           0.0059704,           0.0059704,           0.0059704
                 142,            0.069595,            0.012728,           0.0072339,             0.86378,              0.4744,             0.56666,             0.23785,            0.062386,            0.010543,           0.0028989,           0.0059235,           0.0059235,           0.0059235
                 143,             0.06663,            0.012077,           0.0063598,             0.91565,              0.4917,             0.59747,             0.26544,             0.06101,            0.010128,           0.0021691,           0.0058766,           0.0058766,           0.0058766
                 144,            0.067677,            0.012728,           0.0073742,             0.90801,             0.49309,             0.57759,             0.25877,            0.060185,            0.010285,             0.00301,           0.0058296,           0.0058296,           0.0058296
                 145,            0.066645,            0.012747,           0.0066776,             0.84622,             0.50311,             0.57948,             0.25644,            0.060345,            0.010308,           0.0024182,           0.0057826,           0.0057826,           0.0057826
                 146,            0.065455,            0.012202,           0.0071731,             0.85933,              0.5087,             0.59203,             0.25952,              0.0604,            0.010275,           0.0024315,           0.0057355,           0.0057355,           0.0057355
                 147,            0.067016,            0.013117,           0.0064628,              0.8915,             0.50246,             0.59455,             0.24945,            0.058894,            0.010226,           0.0024687,           0.0056884,           0.0056884,           0.0056884
                 148,            0.068462,            0.012409,           0.0072096,             0.89304,             0.48709,             0.58575,             0.26333,            0.058255,            0.010168,           0.0021759,           0.0056413,           0.0056413,           0.0056413
                 149,            0.067691,            0.012762,           0.0068152,              0.8648,             0.51897,              0.5979,              0.2655,            0.058923,            0.010124,           0.0023264,           0.0055942,           0.0055942,           0.0055942
                 150,            0.068033,             0.01263,           0.0062836,             0.86788,             0.51823,             0.59948,             0.25844,            0.059979,           0.0099704,           0.0018252,           0.0055471,           0.0055471,           0.0055471
                 151,            0.065142,            0.012081,           0.0063204,             0.89259,              0.5128,             0.59849,             0.26732,            0.061397,            0.010016,           0.0020622,              0.0055,              0.0055,              0.0055
                 152,            0.066079,            0.012216,           0.0063926,             0.92367,             0.48662,             0.58251,             0.26683,            0.060994,            0.010415,           0.0025253,           0.0054529,           0.0054529,           0.0054529
                 153,             0.06636,            0.012279,            0.005946,             0.86098,             0.51209,             0.59311,             0.26756,            0.061528,             0.01018,           0.0023486,           0.0054058,           0.0054058,           0.0054058
                 154,             0.06483,             0.01253,           0.0061897,             0.87019,             0.52081,             0.60883,             0.27112,            0.062172,           0.0099373,           0.0023214,           0.0053587,           0.0053587,           0.0053587
                 155,             0.06632,            0.012008,           0.0065484,             0.87827,              0.5252,             0.59832,             0.25409,            0.061672,           0.0099285,            0.002672,           0.0053116,           0.0053116,           0.0053116
