epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.2076,3.26765,5.46552,1.51401,0.052,0.15215,0.0236,0.00837,2.64521,inf,1.43066,0.000327869,0.000327869,0.000327869
2,64.275,2.80627,2.73666,1.26382,0.15958,0.09632,0.03521,0.01197,3.6063,7.87507,2.13581,0.000654656,0.000654656,0.000654656
3,100.447,2.67665,2.4838,1.21483,0.20512,0.10068,0.06937,0.01524,4.02493,8.73528,1.995,0.000974844,0.000974844,0.000974844
4,135.382,2.66912,2.35916,1.21084,0.55867,0.28826,0.27536,0.10638,2.54837,3.01948,1.20307,0.0009703,0.0009703,0.0009703
5,170.321,2.61345,2.21657,1.18468,0.53008,0.28914,0.29596,0.10775,2.73307,3.15016,1.24229,0.0009604,0.0009604,0.0009604
6,204.485,2.55585,2.10945,1.16932,0.6902,0.3328,0.36831,0.14772,2.57409,2.52948,1.1881,0.0009505,0.0009505,0.0009505
7,239.52,2.54755,2.06758,1.14591,0.58979,0.36622,0.36486,0.14651,2.46244,2.47266,1.15815,0.0009406,0.0009406,0.0009406
8,270.82,2.47731,1.98079,1.14652,0.60784,0.39005,0.3671,0.13108,2.64301,2.18131,1.20539,0.0009307,0.0009307,0.0009307
9,302.061,2.40798,1.83547,1.12721,0.62935,0.37251,0.34478,0.11218,2.60051,2.27051,1.1862,0.0009208,0.0009208,0.0009208
10,333.269,2.43158,1.86356,1.14186,0.69949,0.40157,0.40247,0.15201,2.48733,1.9024,1.156,0.0009109,0.0009109,0.0009109
11,368.94,2.31915,1.6957,1.09595,0.73556,0.38372,0.42998,0.18082,2.38316,1.91092,1.12945,0.000901,0.000901,0.000901
12,404.634,2.36649,1.75135,1.11133,0.80526,0.43882,0.4577,0.2055,2.30728,1.74792,1.12494,0.0008911,0.0008911,0.0008911
13,440.311,2.35856,1.74897,1.11656,0.77481,0.41085,0.43628,0.16723,2.46852,1.69317,1.14675,0.0008812,0.0008812,0.0008812
14,470.788,2.29367,1.6851,1.09719,0.7067,0.45268,0.45983,0.17646,2.38202,1.8328,1.11787,0.0008713,0.0008713,0.0008713
15,502.89,2.28956,1.69499,1.09444,0.80755,0.38263,0.44612,0.19918,2.28091,1.8584,1.10957,0.0008614,0.0008614,0.0008614
16,534.187,2.1955,1.53941,1.07437,0.73134,0.41883,0.42048,0.16276,2.45907,1.80615,1.14912,0.0008515,0.0008515,0.0008515
17,565.592,2.24454,1.61552,1.07553,0.78239,0.41427,0.42412,0.13395,2.59376,1.72567,1.15462,0.0008416,0.0008416,0.0008416
18,596.616,2.23984,1.57331,1.07473,0.7917,0.39638,0.4353,0.15212,2.49181,1.68266,1.13111,0.0008317,0.0008317,0.0008317
19,628.016,2.23654,1.61128,1.07612,0.74508,0.42942,0.44475,0.16463,2.41994,1.7458,1.12075,0.0008218,0.0008218,0.0008218
20,659.748,2.15321,1.50537,1.05438,0.83162,0.47119,0.51016,0.22594,2.25183,1.51534,1.08899,0.0008119,0.0008119,0.0008119
21,697.629,2.17153,1.49738,1.06499,0.84207,0.46674,0.49973,0.20879,2.25672,1.54499,1.08625,0.000802,0.000802,0.000802
22,729.801,2.1444,1.46923,1.05933,0.819,0.47469,0.5011,0.19937,2.33166,1.5359,1.1061,0.0007921,0.0007921,0.0007921
23,761.398,2.14205,1.45408,1.06577,0.80672,0.46365,0.52018,0.24258,2.14904,1.51501,1.06151,0.0007822,0.0007822,0.0007822
24,797.493,2.15163,1.4783,1.06397,0.78603,0.47331,0.50063,0.20451,2.31487,1.50121,1.09337,0.0007723,0.0007723,0.0007723
25,829.659,2.09211,1.44505,1.04236,0.8916,0.47573,0.53134,0.24738,2.13665,1.44324,1.06354,0.0007624,0.0007624,0.0007624
26,865.614,2.10096,1.41095,1.05028,0.81615,0.48647,0.53392,0.24205,2.15897,1.46094,1.07031,0.0007525,0.0007525,0.0007525
27,897.207,2.13598,1.46826,1.04239,0.85946,0.44264,0.50514,0.22533,2.24378,1.55025,1.08179,0.0007426,0.0007426,0.0007426
28,929.052,2.08629,1.43529,1.04544,0.87472,0.47757,0.52636,0.22372,2.19953,1.48939,1.07001,0.0007327,0.0007327,0.0007327
29,961.194,1.99978,1.3481,1.03059,0.90862,0.47719,0.53331,0.23693,2.17477,1.42171,1.07036,0.0007228,0.0007228,0.0007228
30,992.91,2.10997,1.43778,1.04205,0.85606,0.46306,0.51105,0.20391,2.25072,1.53505,1.07556,0.0007129,0.0007129,0.0007129
31,1024.62,2.07146,1.39544,1.04104,0.8316,0.45821,0.51846,0.23966,2.17315,1.51771,1.06517,0.000703,0.000703,0.000703
