               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.079188,            0.023634,            0.018224,             0.36556,              0.1876,             0.14359,            0.045793,            0.073711,            0.032682,             0.04492,           0.0061808,           0.0061808,            0.021481
                 106,             0.07606,            0.021925,            0.014551,             0.48866,             0.25539,             0.22177,            0.063382,            0.070475,            0.020861,            0.022182,           0.0061996,           0.0061996,              0.0207
                 107,            0.079286,            0.021982,            0.017037,             0.48473,             0.19637,             0.16499,            0.050992,             0.07105,            0.020967,            0.032039,           0.0062174,           0.0062174,            0.019917
                 108,            0.077586,            0.023395,            0.018552,             0.30729,             0.19968,             0.14947,            0.037315,            0.077398,             0.02068,            0.027624,           0.0062343,           0.0062343,            0.019134
                 109,            0.074611,            0.022874,            0.017086,             0.35507,             0.22122,             0.16851,            0.033334,            0.074838,            0.020109,            0.027267,           0.0062502,           0.0062502,             0.01835
                 110,            0.076977,            0.022134,            0.015078,             0.44594,             0.31637,             0.26503,            0.059389,            0.068332,            0.021104,            0.020688,           0.0062652,           0.0062652,            0.017565
                 111,            0.077088,            0.021894,            0.013831,             0.44084,             0.28465,              0.2407,            0.060183,            0.068511,            0.017858,            0.023369,           0.0062792,           0.0062792,            0.016779
                 112,            0.075889,            0.022414,            0.013379,             0.70046,             0.33614,             0.34863,             0.12212,            0.065295,            0.016915,            0.017143,           0.0062923,           0.0062923,            0.015992
                 113,            0.073208,            0.022158,            0.013449,             0.71518,             0.33187,             0.34661,              0.1198,            0.064429,            0.016896,            0.018655,           0.0063044,           0.0063044,            0.015204
                 114,            0.072244,            0.021521,            0.012083,             0.62551,             0.38421,              0.3707,             0.12747,            0.063777,            0.016021,            0.016776,           0.0063156,           0.0063156,            0.014416
                 115,            0.072854,            0.020475,            0.011817,             0.68889,             0.31344,             0.34962,             0.12553,            0.065478,            0.017626,            0.019281,           0.0063258,           0.0063258,            0.013626
                 116,            0.074133,             0.02072,            0.012163,             0.32203,            0.096942,            0.080485,            0.019038,            0.085655,             0.02148,            0.015477,            0.006335,            0.006335,            0.012835
                 117,            0.072944,            0.020838,            0.011948,             0.62964,             0.39132,             0.36513,             0.12222,            0.063686,            0.017616,            0.013699,           0.0063433,           0.0063433,            0.012043
                 118,            0.073163,            0.020886,            0.012912,             0.69183,             0.35795,              0.3752,             0.12523,            0.064775,            0.017843,            0.016884,           0.0063507,           0.0063507,            0.011251
                 119,            0.077445,            0.020632,            0.012699,             0.66287,             0.39093,             0.37987,             0.12865,            0.065158,            0.018032,            0.016808,           0.0063571,           0.0063571,            0.010457
                 120,            0.074618,            0.020873,            0.013915,             0.69931,             0.38225,             0.39624,             0.14437,            0.062246,            0.017219,             0.01713,           0.0063625,           0.0063625,           0.0096625
                 121,            0.071959,            0.021316,            0.013078,              0.5569,             0.24223,             0.25005,            0.085404,            0.068552,             0.01837,            0.020436,            0.006367,            0.006367,            0.008867
                 122,            0.074495,            0.020949,            0.012374,             0.60041,             0.35612,              0.3279,             0.10342,            0.067055,            0.019745,            0.014834,           0.0063705,           0.0063705,           0.0080705
                 123,            0.071938,            0.020234,            0.011233,             0.68706,             0.42033,             0.42785,             0.15388,            0.061473,            0.016986,            0.012478,           0.0063731,           0.0063731,           0.0072731
                 124,            0.073129,            0.020512,            0.012099,             0.68976,             0.37205,             0.37296,             0.11715,            0.065476,            0.015508,            0.011607,           0.0063748,           0.0063748,           0.0064748
                 125,            0.074314,            0.021167,            0.010727,             0.50436,             0.32171,             0.27123,            0.075497,            0.067209,            0.016459,            0.012858,           0.0063312,           0.0063312,           0.0063312
                 126,            0.073188,            0.020773,            0.011638,             0.62688,             0.34126,             0.32624,            0.094406,            0.066289,             0.01739,            0.018332,           0.0063312,           0.0063312,           0.0063312
                 127,            0.073827,             0.02179,            0.014401,              0.5066,             0.26183,             0.24885,             0.07549,            0.070898,            0.017158,            0.014269,            0.006281,            0.006281,            0.006281
                 128,            0.072022,            0.021729,            0.012819,             0.38761,             0.20547,             0.18275,            0.058673,            0.075089,                0.02,            0.017519,           0.0062307,           0.0062307,           0.0062307
                 129,             0.07361,            0.020744,             0.01227,             0.56457,             0.30145,             0.30335,             0.10466,            0.066265,            0.018723,            0.020011,           0.0061803,           0.0061803,           0.0061803
                 130,            0.074037,            0.021395,            0.014681,             0.57314,             0.23866,             0.21982,            0.055799,            0.071152,            0.019537,            0.028086,           0.0061298,           0.0061298,           0.0061298
                 131,            0.074559,            0.021985,            0.014963,             0.50557,             0.29653,             0.26779,            0.077785,            0.070426,            0.018179,            0.022932,           0.0060792,           0.0060792,           0.0060792
                 132,            0.071284,            0.021793,            0.014162,             0.57087,             0.25372,             0.23486,            0.061161,            0.072493,            0.020669,            0.021535,           0.0060284,           0.0060284,           0.0060284
                 133,            0.073603,            0.022082,             0.01224,             0.57069,             0.35686,             0.32968,            0.099411,            0.066439,            0.025984,             0.01509,           0.0059775,           0.0059775,           0.0059775
                 134,            0.073561,             0.02184,            0.013312,             0.61687,             0.33119,             0.34246,              0.1108,            0.065746,            0.017254,            0.017312,           0.0059266,           0.0059266,           0.0059266
                 135,            0.072936,            0.021248,            0.014349,             0.52916,             0.20541,             0.18179,            0.055208,            0.074654,            0.023233,            0.032469,           0.0058755,           0.0058755,           0.0058755
                 136,            0.075442,            0.022513,            0.016159,             0.55844,             0.17028,             0.16627,            0.048465,             0.07704,            0.025425,            0.035673,           0.0058244,           0.0058244,           0.0058244
                 137,            0.071512,            0.022692,            0.013951,             0.23999,              0.1783,             0.10428,              0.0222,            0.080302,            0.020208,             0.02904,           0.0057731,           0.0057731,           0.0057731
                 138,            0.073405,            0.022435,            0.013435,              0.5116,             0.20501,             0.19303,            0.057505,            0.074326,            0.022845,            0.028291,           0.0057218,           0.0057218,           0.0057218
                 139,            0.071894,            0.020992,            0.013529,             0.59705,             0.22524,             0.23897,            0.076399,            0.073314,            0.018839,            0.027084,           0.0056704,           0.0056704,           0.0056704
                 140,            0.072033,            0.021833,            0.012638,             0.59022,             0.30752,             0.30149,             0.10166,            0.068148,            0.017753,            0.024937,           0.0056189,           0.0056189,           0.0056189
                 141,            0.070496,            0.021293,            0.011584,             0.60232,              0.2938,             0.29984,            0.095658,            0.066756,            0.017584,            0.016171,           0.0055674,           0.0055674,           0.0055674
                 142,            0.070948,              0.0213,            0.013602,             0.57929,             0.36815,             0.33619,             0.10395,            0.065463,            0.016423,            0.015473,           0.0055158,           0.0055158,           0.0055158
                 143,             0.06881,            0.020897,            0.012011,             0.71802,             0.41644,             0.42831,             0.15419,            0.062114,            0.014912,            0.011204,           0.0054642,           0.0054642,           0.0054642
                 144,            0.070246,            0.020956,            0.012142,             0.74136,             0.40024,             0.43208,              0.1567,            0.060181,            0.014932,           0.0090299,           0.0054125,           0.0054125,           0.0054125
                 145,            0.069654,            0.020925,            0.010313,             0.78161,             0.40925,             0.43969,             0.16785,            0.059521,            0.016197,            0.013233,           0.0053608,           0.0053608,           0.0053608
                 146,            0.064552,            0.020285,           0.0098486,             0.56499,              0.2889,               0.292,             0.10163,            0.067898,            0.017624,            0.015296,           0.0053091,           0.0053091,           0.0053091
                 147,            0.066606,            0.020537,           0.0098821,             0.64981,             0.36878,             0.38388,             0.13367,            0.061538,            0.015941,            0.015842,           0.0052573,           0.0052573,           0.0052573
                 148,             0.06882,            0.020454,           0.0095036,              0.7136,             0.34898,             0.38629,             0.13364,            0.061589,            0.016673,            0.013286,           0.0052055,           0.0052055,           0.0052055
                 149,            0.068318,            0.020147,            0.010315,             0.34009,             0.12253,             0.11703,            0.031873,            0.081661,            0.019102,            0.014573,           0.0051537,           0.0051537,           0.0051537
                 150,            0.069294,            0.020924,           0.0095159,             0.29481,            0.087548,            0.079259,             0.02176,            0.086624,            0.018557,            0.013368,           0.0051018,           0.0051018,           0.0051018
                 151,            0.069872,            0.020102,            0.010669,             0.46062,             0.20096,             0.19678,            0.051309,            0.074007,            0.016239,            0.010348,             0.00505,             0.00505,             0.00505
