               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  59,            0.079599,              0.0148,            0.012844,             0.78174,              0.3726,             0.40107,             0.14681,            0.071269,            0.012932,           0.0082318,           0.0091952,           0.0091952,           0.0091952
                  60,            0.078295,            0.013968,            0.012029,             0.66192,             0.32629,              0.3544,             0.13067,            0.078401,            0.013498,            0.007286,           0.0091681,           0.0091681,           0.0091681
                  61,            0.079248,            0.014801,            0.012302,             0.73914,             0.42561,              0.4407,             0.16378,            0.070404,            0.012428,           0.0060364,           0.0091406,           0.0091406,           0.0091406
                  62,             0.07835,            0.014469,            0.011504,             0.80577,             0.43782,             0.46039,             0.17752,            0.068507,            0.012059,           0.0057502,           0.0091127,           0.0091127,           0.0091127
                  63,            0.078516,             0.01346,            0.011321,             0.77442,             0.42596,             0.44591,             0.15064,            0.071301,             0.01192,           0.0063427,           0.0090844,           0.0090844,           0.0090844
                  64,            0.077355,            0.014305,            0.011193,             0.79917,             0.45409,             0.48066,             0.18727,            0.069687,             0.01168,           0.0054983,           0.0090557,           0.0090557,           0.0090557
                  65,            0.079302,            0.013867,            0.010981,             0.83767,             0.44195,             0.47701,             0.18022,             0.06957,            0.011769,           0.0053469,           0.0090266,           0.0090266,           0.0090266
                  66,            0.077826,            0.013524,            0.010164,             0.79816,             0.44929,             0.47312,             0.18577,            0.068259,            0.011836,           0.0055386,           0.0089972,           0.0089972,           0.0089972
                  67,            0.074661,            0.014112,            0.010506,             0.82064,             0.44959,              0.4833,              0.1843,            0.069239,            0.011742,           0.0053613,           0.0089673,           0.0089673,           0.0089673
                  68,            0.077951,            0.013809,            0.010063,             0.83257,              0.4496,              0.4818,              0.1805,             0.07016,            0.011732,            0.004385,           0.0089371,           0.0089371,           0.0089371
                  69,            0.077629,            0.013602,            0.010664,             0.75623,             0.45767,             0.46556,             0.16151,            0.068915,            0.011838,           0.0057636,           0.0089065,           0.0089065,           0.0089065
                  70,            0.074802,             0.01369,            0.011069,             0.84402,             0.44466,             0.47961,             0.19301,            0.069352,            0.011873,           0.0051415,           0.0088755,           0.0088755,           0.0088755
                  71,            0.079877,            0.014204,            0.011206,             0.80031,              0.4348,             0.46479,             0.17383,            0.071277,            0.012111,           0.0052965,           0.0088442,           0.0088442,           0.0088442
                  72,            0.078893,            0.013833,            0.010639,             0.81187,             0.44688,             0.48076,             0.17904,            0.068601,            0.011712,           0.0043764,           0.0088124,           0.0088124,           0.0088124
                  73,            0.077622,             0.01335,            0.009862,              0.8298,             0.45812,             0.49253,             0.19458,            0.067964,            0.011561,           0.0042882,           0.0087804,           0.0087804,           0.0087804
                  74,            0.075802,            0.013923,           0.0093333,             0.79749,             0.47185,              0.4849,             0.20449,            0.068195,             0.01161,           0.0042736,           0.0087479,           0.0087479,           0.0087479
                  75,            0.075146,            0.013329,           0.0098161,             0.87404,             0.45373,             0.48789,             0.19802,            0.067314,            0.011824,            0.004908,           0.0087151,           0.0087151,           0.0087151
