epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,203.454,2.15889,1.60807,1.01719,0.87101,0.44977,0.50676,0.23835,2.12036,1.51449,1.03394,0.0005941,0.0005941,0.0005941
43,208.399,2.11482,1.58126,1.02372,0.81837,0.43692,0.48683,0.18861,2.34301,1.62111,1.08268,0.0005842,0.0005842,0.0005842
44,213.164,2.0802,1.50416,1.02529,0.8235,0.45925,0.50207,0.23193,2.1625,1.53021,1.03318,0.0005743,0.0005743,0.0005743
45,218.109,2.10574,1.55601,1.02583,0.85145,0.47229,0.53294,0.24011,2.15886,1.49681,1.0442,0.0005644,0.0005644,0.0005644
46,223.061,2.08291,1.55389,1.0305,0.83164,0.46834,0.53111,0.24073,2.14334,1.50771,1.03712,0.0005545,0.0005545,0.0005545
47,228.067,2.08803,1.53507,1.01705,0.83883,0.45898,0.53863,0.25254,2.11995,1.50296,1.03076,0.0005446,0.0005446,0.0005446
48,232.988,2.10028,1.57541,1.01955,0.84564,0.44362,0.51093,0.23822,2.10824,1.57771,1.03109,0.0005347,0.0005347,0.0005347
49,237.758,2.11824,1.52591,1.01413,0.86197,0.4684,0.52943,0.2494,2.09251,1.46894,1.03195,0.0005248,0.0005248,0.0005248
50,242.494,2.02728,1.44276,1.00004,0.82077,0.45275,0.512,0.24229,2.12039,1.49993,1.03548,0.0005149,0.0005149,0.0005149
51,247.375,2.05376,1.50429,1.00063,0.81553,0.46978,0.53227,0.24023,2.12538,1.44963,1.03316,0.000505,0.000505,0.000505
52,252.166,2.03817,1.49508,1.00912,0.84105,0.44777,0.51658,0.22451,2.1788,1.50379,1.03699,0.0004951,0.0004951,0.0004951
53,256.992,2.05649,1.50418,1.00875,0.68291,0.36937,0.43874,0.19086,2.27706,1.70067,1.06788,0.0004852,0.0004852,0.0004852
54,261.837,2.00378,1.44423,1.00427,0.86964,0.4533,0.53111,0.2226,2.19902,1.48003,1.04181,0.0004753,0.0004753,0.0004753
55,266.644,2.02537,1.47758,1.00548,0.84562,0.47021,0.53853,0.23746,2.16223,1.43354,1.03386,0.0004654,0.0004654,0.0004654
56,271.458,2.00211,1.40302,0.99332,0.87015,0.4585,0.54168,0.24638,2.1314,1.44659,1.033,0.0004555,0.0004555,0.0004555
57,276.189,2.00783,1.43688,1.00089,0.86523,0.46114,0.54612,0.24405,2.11706,1.44509,1.02616,0.0004456,0.0004456,0.0004456
58,280.891,2.0079,1.45468,0.99676,0.80367,0.48434,0.54614,0.25157,2.08236,1.40626,1.02365,0.0004357,0.0004357,0.0004357
59,285.697,1.99724,1.4024,0.9972,0.83901,0.48136,0.55036,0.24301,2.15569,1.4445,1.03497,0.0004258,0.0004258,0.0004258
60,290.545,2.00172,1.38619,0.99343,0.83522,0.49117,0.57837,0.26801,2.05812,1.37163,1.01715,0.0004159,0.0004159,0.0004159
61,295.456,2.01978,1.42035,1.00027,0.85213,0.48707,0.57081,0.26237,2.07786,1.36219,1.01921,0.000406,0.000406,0.000406
62,300.194,1.97453,1.37631,0.99245,0.89009,0.48169,0.56487,0.26181,2.08399,1.36696,1.02775,0.0003961,0.0003961,0.0003961
63,305.144,1.96291,1.34609,1.00185,0.83955,0.4955,0.58443,0.26726,2.05181,1.33945,1.01966,0.0003862,0.0003862,0.0003862
64,310.08,1.97455,1.36683,0.98893,0.85315,0.4853,0.58607,0.26967,2.05959,1.35285,1.01942,0.0003763,0.0003763,0.0003763
65,315.305,1.96951,1.39702,0.98158,0.84375,0.4803,0.58016,0.27482,2.063,1.35931,1.02339,0.0003664,0.0003664,0.0003664
66,320.462,1.96421,1.35913,0.98908,0.84843,0.48173,0.56079,0.23526,2.14955,1.38513,1.02971,0.0003565,0.0003565,0.0003565
67,325.419,1.93735,1.35875,0.98497,0.84566,0.49485,0.59216,0.27922,2.04636,1.34207,1.01656,0.0003466,0.0003466,0.0003466
68,330.83,1.98081,1.36113,0.98838,0.87403,0.47596,0.57425,0.26031,2.09257,1.3573,1.02497,0.0003367,0.0003367,0.0003367
69,335.635,1.93223,1.32576,0.97895,0.86139,0.4904,0.58857,0.27311,2.06657,1.32871,1.02005,0.0003268,0.0003268,0.0003268
70,340.431,1.90337,1.2878,0.97959,0.84585,0.48622,0.57787,0.2666,2.08721,1.32688,1.02349,0.0003169,0.0003169,0.0003169
71,345.255,1.87099,1.27769,0.97438,0.82455,0.50291,0.60867,0.29019,2.02518,1.28489,1.01076,0.000307,0.000307,0.000307
72,350.604,1.91815,1.31397,0.97789,0.86224,0.48923,0.58992,0.27061,2.08395,1.33458,1.01791,0.0002971,0.0002971,0.0002971
73,355.406,1.93227,1.31881,0.98878,0.83964,0.5082,0.61438,0.28297,2.02843,1.30044,1.0069,0.0002872,0.0002872,0.0002872
74,360.189,1.87185,1.26441,0.96625,0.82226,0.51644,0.61451,0.28936,2.01822,1.30138,1.0104,0.0002773,0.0002773,0.0002773
75,365.007,1.90732,1.28704,0.97577,0.82477,0.51494,0.61096,0.28154,2.05455,1.31454,1.01276,0.0002674,0.0002674,0.0002674
76,369.795,1.91451,1.30809,0.97975,0.81376,0.52755,0.6079,0.28544,2.02719,1.26859,1.00514,0.0002575,0.0002575,0.0002575
77,374.498,1.90086,1.28257,0.97623,0.8286,0.51116,0.59597,0.27078,2.08632,1.29802,1.01449,0.0002476,0.0002476,0.0002476
78,379.23,1.85651,1.23524,0.96872,0.83607,0.52863,0.62252,0.28635,2.05299,1.27146,1.01226,0.0002377,0.0002377,0.0002377
79,384.133,1.89541,1.26297,0.96441,0.80192,0.53345,0.619,0.29133,2.01424,1.24722,1.01014,0.0002278,0.0002278,0.0002278
80,389.041,1.8561,1.24268,0.96982,0.84127,0.50224,0.63187,0.28863,2.03987,1.26138,1.01151,0.0002179,0.0002179,0.0002179
81,393.834,1.87846,1.28812,0.96551,0.81028,0.54006,0.63671,0.29984,2.00082,1.22912,1.00687,0.000208,0.000208,0.000208
82,398.738,1.86102,1.24108,0.96682,0.81139,0.5251,0.61459,0.28954,2.02352,1.26056,1.01366,0.0001981,0.0001981,0.0001981
83,403.495,1.79566,1.19306,0.95861,0.79774,0.55078,0.64718,0.29724,2.02343,1.23976,1.00709,0.0001882,0.0001882,0.0001882
84,408.201,1.88623,1.23566,0.96305,0.79987,0.5455,0.63295,0.28326,2.0651,1.24185,1.01114,0.0001783,0.0001783,0.0001783
85,412.937,1.8519,1.22206,0.95914,0.83576,0.54159,0.65026,0.30402,2.01353,1.24034,1.00677,0.0001684,0.0001684,0.0001684
86,417.813,1.84139,1.19686,0.96446,0.80918,0.5354,0.64405,0.30047,2.01298,1.25992,1.00608,0.0001585,0.0001585,0.0001585
87,422.56,1.83629,1.19617,0.96328,0.84341,0.53784,0.66043,0.31315,1.97105,1.20758,0.99666,0.0001486,0.0001486,0.0001486
88,427.718,1.83123,1.21492,0.96324,0.82817,0.55047,0.66041,0.30103,2.00851,1.21454,0.99917,0.0001387,0.0001387,0.0001387
89,432.453,1.82473,1.20731,0.95098,0.81887,0.55246,0.65427,0.29917,2.01297,1.219,1.00336,0.0001288,0.0001288,0.0001288
90,437.149,1.81127,1.17901,0.95418,0.82999,0.55056,0.66617,0.3082,1.99863,1.20811,0.99881,0.0001189,0.0001189,0.0001189
91,442.88,1.75851,1.11517,0.97492,0.81034,0.55759,0.65682,0.30037,2.01662,1.22562,1.00237,0.000109,0.000109,0.000109
92,447.435,1.73976,1.12095,0.97643,0.82798,0.55636,0.67083,0.31762,1.97767,1.19897,0.99538,9.91e-05,9.91e-05,9.91e-05
93,452.158,1.74735,1.09764,0.98062,0.80067,0.5822,0.67679,0.31994,1.97759,1.19288,0.99747,8.92e-05,8.92e-05,8.92e-05
94,456.924,1.72348,1.0785,0.9712,0.81932,0.58041,0.68439,0.32126,1.98449,1.19665,0.99619,7.93e-05,7.93e-05,7.93e-05
95,461.682,1.72044,1.07271,0.97795,0.82789,0.58068,0.67987,0.31761,1.99461,1.1921,0.99933,6.94e-05,6.94e-05,6.94e-05
96,466.311,1.71549,1.06437,0.96829,0.8233,0.56903,0.67432,0.31558,1.99322,1.18487,0.99732,5.95e-05,5.95e-05,5.95e-05
97,470.853,1.6954,1.04383,0.96628,0.82488,0.57617,0.68037,0.31963,1.96999,1.18668,0.99384,4.96e-05,4.96e-05,4.96e-05
98,475.497,1.6821,1.02676,0.96749,0.82838,0.57661,0.68866,0.32304,1.97929,1.18992,0.99548,3.97e-05,3.97e-05,3.97e-05
99,480.213,1.67062,1.03243,0.96607,0.83326,0.58399,0.68553,0.32447,1.96575,1.18377,0.99407,2.98e-05,2.98e-05,2.98e-05
100,484.872,1.67279,1.03754,0.95477,0.82938,0.58024,0.6917,0.3275,1.96608,1.17994,0.99177,1.99e-05,1.99e-05,1.99e-05
